converted_date,.geo,LST_AVE
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15393
2022-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}",15394
2022-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15395
2022-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15396
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15397
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15398
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15399
2022-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15400
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15401
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15402
2022-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15403
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15404
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15405
2022-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15406
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15407
2022-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15408
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15409
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15410
2022-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15411
2022-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15412
2022-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15413
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15414
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15415
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15416
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15417
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15418
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15419
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15420
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15421
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15422
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15423
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15424
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15425
2022-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15426
2022-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15427
2023-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15428
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15429
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15430
2023-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15431
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15432
2022-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}",15433
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15434
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15435
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15436
2023-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15437
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15438
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15439
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15440
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15441
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15442
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15443
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15444
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15445
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15446
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15447
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15448
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15449
2022-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15450
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15451
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15452
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15453
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15454
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15455
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15456
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15457
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15458
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15459
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15460
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15461
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15462
2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15463
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15464
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15465
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15466
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15467
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15468
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15469
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15470
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15471
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15472
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15473
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15474
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15475
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15476
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15477
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15478
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15479
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15480
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15481
2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15482
2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15483
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15484
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15485
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15486
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15487
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15488
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15489
2022-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15490
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15491
2022-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15492
2023-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15493
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15494
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15495
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15496
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15497
2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15498
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15499
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15500
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15501
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15502
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15503
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15504
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15505
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15506
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15507
2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15508
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15509
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15510
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15511
2022-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15512
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15513
2022-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15514
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15515
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15516
2023-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15517
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15518
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15519
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15520
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15521
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15522
2022-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15523
2022-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15524
2023-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15525
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15526
2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15527
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15528
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15529
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15530
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15531
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15532
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15533
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15534
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15535
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15536
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15537
2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15538
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15539
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15540
2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15541
2022-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15542
2022-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15543
2022-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15544
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15545
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15546
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15547
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15548
2022-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15549
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15550
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15551
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15552
2023-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15553
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15554
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15555
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15556
2022-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15557
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15558
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15559
2022-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15560
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15561
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15562
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15563
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15564
2022-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15565
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15566
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15567
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15568
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15569
2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15570
2022-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15571
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15572
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15573
2022-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15574
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15575
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15576
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15577
2022-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15578
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15579
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15580
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15581
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15582
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15583
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15584
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15585
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15586
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15587
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15588
2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15589
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15590
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15591
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15592
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15593
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15594
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15595
2023-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15596
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15597
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15598
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15599
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15600
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15601
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15602
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15603
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15604
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15605
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15606
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15607
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15608
2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15609
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15610
2022-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15611
2022-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15612
2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15613
2022-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15614
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15615
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15616
2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15617
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15618
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15619
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15620
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15621
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15622
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15623
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15624
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15625
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15626
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15627
2022-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15628
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15629
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15630
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15631
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15632
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15633
2023-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15634
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15635
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15636
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15637
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15638
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15639
2023-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15640
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15641
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15642
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15643
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15644
2022-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15645
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15646
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15647
2022-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15648
2023-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15649
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15650
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15651
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15652
2022-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15653
2022-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15654
2022-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15655
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15656
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15657
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15658
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15659
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15660
2022-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15661
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15662
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15663
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15664
2022-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15665
2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15666
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15667
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15668
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15669
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15670
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15671
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15672
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15673
2022-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15674
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15675
2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15676
2022-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15677
2022-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15678
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15679
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15680
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15681
2022-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15682
2022-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15683
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15684
2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15685
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15686
2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15687
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15688
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15689
2022-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15690
2022-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15691
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15692
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15693
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15694
2022-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15695
2022-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15696
2023-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15697
2022-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15698
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15699
2022-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15700
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15701
2022-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15702
2022-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15703
2022-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15704
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15705
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15706
2022-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15707
2022-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15708
2022-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15709
2022-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15710
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15711
2022-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15712
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15713
2022-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15714
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15715
2022-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15716
2022-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15717
2022-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}",15718
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15719
2022-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15720
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15721
2022-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15722
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15723
2022-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15724
2022-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15725
2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15726
2022-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15727
2022-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15728
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15729
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15730
2022-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15731
2022-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15732
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15733
2022-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15734
2022-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15735
2022-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15736
2022-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15737
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15738
2022-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15739
2022-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15740
2022-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15741
2022-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15742
2022-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15743
2022-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15744
2022-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15745
2022-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15746
2022-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15747
2022-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15748
2022-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15749
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15750
2022-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15751
2022-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15752
2022-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15753
2022-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15754
2022-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15755
2022-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15756
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15757
2022-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15758
2023-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}",15759
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15760
2022-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15761
2022-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15762
2022-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15763
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15764
2022-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15765
2022-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15766
2022-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15767
2022-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15768
2022-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15769
2022-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15770
2022-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15771
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15772
2022-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15773
2022-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15774
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15775
2022-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15776
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15777
2022-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15778
2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15779
2022-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15780
