converted_date,.geo,LST_AVE
2022-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15004
2022-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15005
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15006
2022-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15008
2022-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15009
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15010
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15011
2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15012
2022-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15013
2022-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15014
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15015
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15016
2023-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15017
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15018
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15019
2022-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15020
2023-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15021
2022-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15022
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15023
2022-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15024
2022-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15025
2022-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15026
2022-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15027
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15028
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15029
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15030
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15031
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15032
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15033
2022-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15034
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15035
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15036
2022-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}",15037
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15038
2022-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}",15039
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15040
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15041
2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15042
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15043
2022-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15044
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15045
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15046
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15047
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15048
2022-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}",15049
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15050
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15051
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15052
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15053
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15054
2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15055
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15056
2022-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15057
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15058
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15059
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15060
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15061
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15062
2022-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15063
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15064
2023-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15065
2022-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15066
2022-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15067
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15068
2022-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15069
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15070
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15071
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15072
2022-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15073
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15074
2022-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15075
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15076
2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15077
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15078
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15079
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15080
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15081
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15082
2022-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15083
2022-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15084
2022-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15085
2022-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15086
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15087
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15088
2022-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15089
2023-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15090
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15091
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15092
2022-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15093
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15094
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15095
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15096
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15097
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15098
2022-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}",15099
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15100
2022-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15101
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15102
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15103
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15104
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15105
2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15106
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15107
2022-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15108
2022-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15109
2022-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}",15110
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15111
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15112
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15113
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15114
2022-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15115
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15116
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15117
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15118
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15119
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15120
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15121
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15122
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15123
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15124
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15125
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15126
2023-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15127
2021-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15128
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15129
2022-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15130
2022-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15131
2022-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15132
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15133
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15134
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15135
2022-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15136
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15137
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15138
2022-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15139
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15140
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15141
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15142
2022-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15143
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15144
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15145
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15146
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15147
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15148
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15149
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15150
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15151
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15152
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15153
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15154
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15155
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15156
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15157
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15158
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15159
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15160
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15161
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15162
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15163
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15164
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15165
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15166
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15167
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15168
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15169
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15170
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15171
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15172
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15173
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15174
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15175
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15176
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15177
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15178
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15179
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15180
2022-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15181
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15182
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15183
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15184
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15185
2022-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15186
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15187
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15188
2022-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15189
2022-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15190
2022-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}",15191
2022-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15192
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15193
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15194
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15195
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15196
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15197
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15198
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15199
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15200
2022-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15201
2022-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15202
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15203
2022-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}",15204
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15205
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15206
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15207
2022-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15208
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15209
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15210
2023-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15211
2022-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}",15212
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15213
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15214
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15215
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15216
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15217
2022-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15218
2022-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15219
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15220
2021-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}",15221
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15222
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15223
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15224
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15225
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15226
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15227
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15228
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15229
2022-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}",15230
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15231
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15232
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15233
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15234
2022-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15235
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15236
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15237
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15238
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15239
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15240
2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15241
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15242
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15243
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15244
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15245
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15246
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15247
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15248
2022-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15249
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15250
2022-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15251
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15252
2021-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15253
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15254
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15255
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15256
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15257
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15258
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15259
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15260
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15261
2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15262
2022-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15263
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15264
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15265
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15266
2021-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15267
2022-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}",15268
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15269
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15270
2022-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}",15271
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15272
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15273
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15274
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15275
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15276
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15277
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15278
2021-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}",15279
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15280
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15281
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15282
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15283
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15284
2022-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15285
2022-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15286
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15287
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15288
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15289
2022-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15290
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15291
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15292
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15293
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15294
2021-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}",15295
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15296
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15297
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15298
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15299
2022-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15300
2021-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15301
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15302
2022-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15303
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15304
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15305
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15306
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15307
2021-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15308
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15309
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15310
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15311
2022-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15312
2022-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}",15313
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15314
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15315
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15316
2021-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15317
2022-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15318
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15319
2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15320
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15321
2022-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15322
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15323
2022-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15324
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15325
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15326
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15327
2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}",15328
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15329
2022-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15330
2021-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15331
2022-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15332
2022-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15333
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15334
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15335
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15336
2022-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15337
2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15338
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15339
2022-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15340
2022-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}",15341
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15342
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15343
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15344
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15345
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15346
2021-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}",15347
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15348
2022-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}",15349
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15350
2022-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}",15351
2022-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15352
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15353
2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15354
2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15355
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15356
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15357
2022-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15358
2022-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15359
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15360
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15361
2022-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}",15362
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15363
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15364
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15365
2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}",15366
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15367
2021-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}",15368
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15369
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15370
2022-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}",15371
2021-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15372
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15373
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15374
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15375
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15376
2021-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}",15377
2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15378
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15379
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15380
2021-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}",15381
2022-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}",15382
2022-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15383
2023-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15384
2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}",15385
2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}",15386
2022-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}",15387
2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}",15388
2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}",15389
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15390
2022-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}",15391
2021-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}",15392
